MAE/train,MAE/val,epoch,loss/train,loss/val,step
,,0,0.34403833746910095,,9
,,0,0.3528117537498474,,19
,,0,0.3289467692375183,,29
,,0,0.3500766158103943,,39
,,0,0.32799679040908813,,49
,,0,0.35437798500061035,,59
,,0,0.34176987409591675,,69
,,0,0.36234983801841736,,79
,,0,0.35586223006248474,,89
,,0,0.3472130298614502,,99
,,0,0.3412252366542816,,109
,,0,0.33448347449302673,,119
,,0,0.33781251311302185,,129
,,0,0.3392370343208313,,139
,,0,0.34627947211265564,,149
,,0,0.3294254541397095,,159
,,0,0.3531387746334076,,169
,,0,0.33747172355651855,,179
,,0,0.3550735414028168,,189
,,0,0.31776875257492065,,199
,,0,0.34043318033218384,,209
,,0,0.3366480767726898,,219
,,0,0.3152366876602173,,229
,,0,0.3486905097961426,,239
,,0,0.365190327167511,,249
,,0,0.3411949872970581,,259
,,0,0.33453965187072754,,269
,,0,0.34167200326919556,,279
,,0,0.33806663751602173,,289
,,0,0.33076032996177673,,299
,,0,0.3471451699733734,,309
,,0,0.33857131004333496,,319
,,0,0.35098499059677124,,329
,,0,0.3367595672607422,,339
,,0,0.3419792652130127,,349
,,0,0.37294644117355347,,359
,,0,0.3427519202232361,,369
,,0,0.33090001344680786,,379
,,0,0.304847776889801,,389
,,0,0.33927401900291443,,399
,,0,0.33227652311325073,,409
,,0,0.33829110860824585,,419
,,0,0.3226388692855835,,429
,,0,0.34345075488090515,,439
,,0,0.3417891263961792,,449
,,0,0.3460758924484253,,459
,,0,0.36045727133750916,,469
,,0,0.34947967529296875,,479
,,0,0.3340735137462616,,489
,,0,0.35832881927490234,,499
,,0,0.3374983072280884,,509
,,0,0.3375244140625,,519
,,0,0.3407866954803467,,529
,,0,0.3711939752101898,,539
,,0,0.3269314467906952,,549
,,0,0.32510823011398315,,559
,,0,0.32565274834632874,,569
,,0,0.3257308602333069,,579
,,0,0.3321295976638794,,589
,,0,0.3316062092781067,,599
,,0,0.3490464687347412,,609
,,0,0.3499017655849457,,619
,,0,0.32705098390579224,,629
,,0,0.32394278049468994,,639
,,0,0.3486025035381317,,649
,,0,0.35615086555480957,,659
,,0,0.3403167128562927,,669
,,0,0.3431547284126282,,679
,,0,0.35164761543273926,,689
,,0,0.3557685613632202,,699
,,0,0.34004801511764526,,709
,,0,0.3577122688293457,,719
,,0,0.32684117555618286,,729
,,0,0.3413547873497009,,739
,,0,0.340475857257843,,749
,,0,0.32250550389289856,,759
,,0,0.33539676666259766,,769
,,0,0.34429678320884705,,779
,,0,0.35121530294418335,,789
,,0,0.35246381163597107,,799
,,0,0.3313681483268738,,809
,,0,0.32108086347579956,,819
,,0,0.33092331886291504,,829
,,0,0.35909199714660645,,839
,,0,0.32163530588150024,,849
,,0,0.3427847623825073,,859
,,0,0.3220677971839905,,869
,,0,0.3273784816265106,,879
,,0,0.36142104864120483,,889
,,0,0.3651049733161926,,899
,,0,0.35397347807884216,,909
,,0,0.35563334822654724,,919
,,0,0.3279281258583069,,929
,,0,0.35677212476730347,,939
,,0,0.3480623662471771,,949
,,0,0.33286041021347046,,959
,,0,0.342974990606308,,969
,,0,0.32626134157180786,,979
,,0,0.3321469724178314,,989
,,0,0.3368086516857147,,999
,,0,0.3278898000717163,,1009
,,0,0.32621073722839355,,1019
,,0,0.3339098393917084,,1029
,,0,0.34109705686569214,,1039
,,0,0.32739877700805664,,1049
,,0,0.3360573649406433,,1059
,,0,0.33539018034935,,1069
,,0,0.3368295133113861,,1079
,,0,0.35347121953964233,,1089
,,0,0.34369537234306335,,1099
,,0,0.3291633129119873,,1109
,,0,0.3565613925457001,,1119
,,0,0.3346850872039795,,1129
,,0,0.34097129106521606,,1139
,,0,0.34053143858909607,,1149
,,0,0.3276643455028534,,1159
,,0,0.33691442012786865,,1169
,,0,0.3500734567642212,,1179
,,0,0.343971312046051,,1189
,,0,0.3148324489593506,,1199
,,0,0.3441970944404602,,1209
,,0,0.36154240369796753,,1219
,0.3230248689651489,0,,0.32302501797676086,1224
0.3406778872013092,,0,,,1224
,,1,0.3407859802246094,,1229
,,1,0.32533299922943115,,1239
,,1,0.34570926427841187,,1249
,,1,0.3276713192462921,,1259
,,1,0.34744203090667725,,1269
,,1,0.34446853399276733,,1279
,,1,0.33471357822418213,,1289
,,1,0.33359354734420776,,1299
,,1,0.34029480814933777,,1309
,,1,0.3468157649040222,,1319
,,1,0.34432411193847656,,1329
,,1,0.33479148149490356,,1339
,,1,0.3557246923446655,,1349
,,1,0.3468129336833954,,1359
,,1,0.3344564437866211,,1369
,,1,0.32113298773765564,,1379
,,1,0.313407838344574,,1389
,,1,0.3327416777610779,,1399
,,1,0.3191145658493042,,1409
,,1,0.36136627197265625,,1419
,,1,0.3463340699672699,,1429
,,1,0.354003369808197,,1439
,,1,0.3548618257045746,,1449
,,1,0.3289852440357208,,1459
,,1,0.34704074263572693,,1469
,,1,0.3355051875114441,,1479
,,1,0.3123117983341217,,1489
,,1,0.31932777166366577,,1499
,,1,0.33467721939086914,,1509
,,1,0.35068219900131226,,1519
,,1,0.3176145851612091,,1529
,,1,0.3488398790359497,,1539
,,1,0.3348845839500427,,1549
